p285,  2255.080336,  -52.797951,  -1332.927324
p286,  2264.841362,  -51.235624,  -1334.731209
p287,  2274.638024,  -49.993491,  -1336.544768
p288,  2284.483408,  -48.932644,  -1338.304713
p289,  2294.243938,  -47.444627,  -1339.989037
p290,  2303.934683,  -45.430426,  -1341.564615
p291,  2313.777594,  -44.340339,  -1342.999532
p292,  2323.566609,  -42.744531,  -1344.403127
p293,  2333.398513,  -41.398629,  -1345.689059
p294,  2343.327497,  -40.488538,  -1346.772472
p295,  2353.241017,  -39.368686,  -1347.916819
p296,  2363.230176,  -39.028978,  -1348.894734
p297,  2373.059378,  -37.096684,  -1349.913951
p298,  2383.000631,  -36.087109,  -1350.846102
p299,  2393.015326,  -35.942290,  -1351.640027
p300,  2403.006888,  -35.306979,  -1352.378433
p301,  2412.955547,  -33.808903,  -1353.082323
p302,  2422.895579,  -32.413809,  -1353.676777
p303,  2432.886747,  -31.410093,  -1354.190319
p304,  2442.840907,  -30.233233,  -1354.600044
p305,  2452.822374,  -29.313009,  -1354.908536
p306,  2462.819480,  -28.410368,  -1355.002300
p307,  2472.856593,  -27.939008,  -1354.716684
p308,  2482.785191,  -26.780393,  -1354.131344
p309,  2492.729590,  -25.888631,  -1353.346232
p310,  2502.651992,  -24.590110,  -1352.379482
p311,  2512.501945,  -22.636079,  -1351.430699
p312,  2522.455001,  -21.782363,  -1350.342984
p313,  2532.386095,  -20.763639,  -1349.157161
p314,  2542.301764,  -19.892322,  -1348.161712
p315,  2552.234241,  -18.940436,  -1347.102867
p316,  2562.152103,  -18.451403,  -1345.899834
p317,  2572.063703,  -17.657409,  -1344.683948
p318,  2581.983183,  -16.578969,  -1343.450158
p319,  2591.928875,  -15.754966,  -1342.189370
p320,  2601.839844,  -14.731858,  -1340.921312
p321,  2611.747226,  -13.404765,  -1339.674031
p322,  2621.640277,  -12.177876,  -1338.436668
p323,  2631.509161,  -11.068140,  -1337.133540
p324,  2641.382971,  -10.229445,  -1335.677827
p325,  2651.191657,  -9.348339,   -1333.887381
p326,  2660.975100,  -7.904954,   -1332.039984
p327,  2670.691354,  -6.579426,   -1330.025046
p328,  2680.425551,  -5.406456,   -1327.913791
p329,  2690.099480,  -3.960689,   -1325.818553
p330,  2231.419339,  -27.473783,  -1329.866302
p331,  2241.122516,  -25.736702,  -1331.703465
p332,  2250.893110,  -24.434147,  -1333.530877
p333,  2260.677474,  -23.199134,  -1335.282216
p334,  2270.385383,  -21.552093,  -1337.097676
p335,  2280.204625,  -20.597391,  -1338.952160
p336,  2290.025177,  -19.574742,  -1340.759600
p337,  2299.882786,  -18.676739,  -1342.398304
p338,  2309.762979,  -17.595773,  -1343.834161
p339,  2319.555066,  -15.976458,  -1345.280982
p340,  2329.414841,  -14.546011,  -1346.673934
p341,  2339.275510,  -12.953665,  -1347.953674
p342,  2349.184476,  -11.816063,  -1349.156241
p343,  2359.136140,  -11.286807,  -1350.204012
p344,  2369.110403,  -10.894668,  -1351.214592
p345,  2378.916686,  -9.151970,  -1352.285695
p346,  2388.921173,  -9.193390,  -1353.155554
p347,  2398.811627,  -7.696788,  -1354.057790
p348,  2408.782455,  -6.683296,  -1354.815835
p349,  2418.713349,  -5.326505,  -1355.520238
p350,  2428.616065,  -3.702197,  -1356.160248
p351,  2438.639531,  -3.095959,  -1356.625698
p352,  2448.496325,  -1.399341,  -1357.032132
p353,  2458.537009,  -1.371098,  -1357.195296
p354,  2468.549005,  -1.360235,  -1357.112398
p355,  2478.526744,  -0.486204,  -1356.681406
p356,  2488.417510,  1.226793,   -1356.067237
p357,  2498.330563,  2.318024,   -1355.175164
p358,  2508.091200,  4.355804,   -1354.234578
p359,  2517.895537,  6.184875,   -1353.236486
p360,  2527.853368,  6.954498,   -1352.094590
p361,  2537.705553,  8.360201,   -1350.971649
p362,  2547.674079,  8.623611,   -1349.906257
p363,  2557.552126,  9.691688,   -1348.764064
p364,  2567.490337,  10.150998,  -1347.542443
p365,  2577.406372,  10.943054,  -1346.331896
p366,  2587.234545,  12.399074,  -1345.098478
p367,  2597.150097,  12.791724,  -1343.845920
p368,  2607.095894,  13.259466,  -1342.611595
p369,  2616.923219,  15.049511,  -1341.357507
p370,  2626.728120,  16.617355,  -1340.150353
p371,  2636.660623,  16.968463,  -1338.754759
p372,  2646.554101,  17.445203,  -1337.045521
p373,  2656.289639,  19.341875,  -1335.359052
p374,  2666.137058,  19.749554,  -1333.517928
p375,  2675.908395,  21.050378,  -1331.555997
p376,  2685.698280,  21.879538,  -1329.518198
p377,  2229.468927,  4.822186,   -1330.963050
p378,  2239.204934,  6.379976,   -1332.828229
p379,  2248.973213,  7.835787,   -1334.639426
p380,  2258.714781,  9.441535,   -1336.427159
p381,  2268.464932,  10.782603,  -1338.272802
p382,  2278.267160,  11.777505,  -1340.100312
p383,  2288.061800,  12.889499,  -1341.818824
p384,  2297.885079,  13.920276,  -1343.389513
p385,  2307.754901,  15.131345,  -1344.851432
p386,  2317.598199,  16.593463,  -1346.290027
p387,  2327.436159,  18.100535,  -1347.729220
p388,  2337.278191,  19.386198,  -1349.062848
p389,  2347.203237,  20.258662,  -1350.419777
p390,  2357.155598,  20.201648,  -1351.636269
p391,  2367.065403,  21.138728,  -1352.751912
p392,  2376.885105,  22.815390,  -1353.804995
p393,  2386.839176,  23.104781,  -1354.741736
p394,  2396.730735,  24.637813,  -1355.628598
p395,  2406.636137,  25.879235,  -1356.390372
p396,  2416.587992,  27.133561,  -1357.079850
p397,  2426.477657,  28.549068,  -1357.742177
p398,  2436.470615,  29.301715,  -1358.220554
p399,  2446.430057,  30.361621,  -1358.566057
p400,  2456.430050,  30.403591,  -1358.690558
p401,  2466.436830,  30.783329,  -1358.541218
p402,  2476.417147,  31.534827,  -1358.124182
p403,  2486.269606,  33.239224,  -1357.578274
p404,  2496.267343,  33.982207,  -1356.750585
p405,  2506.047783,  36.155858,  -1355.868297
p406,  2515.929517,  37.540117,  -1354.891742
p407,  2525.875794,  38.818329,  -1353.866999
p408,  2535.819795,  39.636021,  -1352.768656
p409,  2545.787359,  40.554365,  -1351.695147
p410,  2555.725391,  40.995786,  -1350.572775
p411,  2565.662922,  41.840318,  -1349.381428
p412,  2575.536427,  42.993990,  -1348.183760
p413,  2585.481489,  43.365465,  -1346.925951
p414,  2595.381517,  44.088363,  -1345.642108
p415,  2605.292447,  44.823515,  -1344.325102
p416,  2615.118968,  46.352495,  -1343.212782
p417,  2625.115327,  46.444118,  -1342.024075
p418,  2635.035793,  47.096635,  -1340.653486
p419,  2644.965470,  47.513436,  -1339.000761
p420,  2654.702160,  49.100085,  -1337.256890
p421,  2664.544267,  49.607527,  -1335.391282
p422,  2674.369585,  50.549565,  -1333.452273
p423,  2684.208461,  50.800563,  -1331.460327
p424,  2229.164125,  32.242858,  -1331.317834
